Agency Name,City,State,Program Started,Cameras Deployed,Program Status,Total Officers,Patrol Officers,# Cameras Purchased,# Cameras Deployed,Policy Link,Camera Supplier,Footage subject to open records law?,Notes on disclosure,Contract link,Cost,Notes on Cost,Related Link 1,Related Link 2,Related Link 3,Source,Entered By,Notes,
NELSON COUNTY SHERIFFS DEPT,Lovingston,VA,,,,,,,,,,,,,,,,,,BJS,,,
PRINCE EDWARD COUNTY SHERIFFS DEPT,Farmville,VA,,,,,,,,,,,,,,,,,,BJS,,,
RADFORD DEPT OF POLICE,Radford,VA,,,,,,,,,,,,,,,,,,BJS,,,
RICHMOND POLICE DEPT,Richmond,VA,,2/1/2016,PILOT,,,200,40,,Taser International,,,,,,http://wtvr.com/2016/02/02/richmond-buys-200-police-body-cams-hopes-for-more-by-spring/,,,BJS,,,
ROANOKE (CITY) POLICE DEPT,Roanoke,VA,,,,,,,,,,,,,,,,,,BJS,,,
ROANOKE COUNTY POLICE DEPT,Roanoke,VA,,,,,,,,,,,,,,,,,,BJS,,,
SHENANDOAH COUNTY SHERIFFS DEPT,Woodstock,VA,,,,,,,,,,,,,,,,,,BJS,,,
STAFFORD COUNTY SHERIFFS OFFICE,Stafford,VA,,,,,,,,,,,,,,,,,,BJS,,,
SUFFOLK POLICE DEPT,Suffolk,VA,,,,,,,,,,,,,,,,,,BJS,,,
TAZEWELL COUNTY SHERIFFS DEPT,Tazewell,VA,,,,,,,,,,,,,,,,,,BJS,,,
WARRENTON POLICE DEPT,Warrenton,VA,,,,,,,,,,,,,,,,,,BJS,,,
Eastville Police Department,Eastville,VA,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Wythe County Sheriff's Office,Wytheville,VA,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Hillsville Police Department,Hillsville,VA,3/1/2016,,PROPOSED,,,,,,,,,,,,http://www.wdbj7.com/news/local/hillsville-police-asking-for-donations-to-purchase-body-cameras/38410254,,,News reports,Rachel Alexander,Chief seeking donations for program,
BRISTOL POLICE DEPT,Bristol,VT,,,,,,,,,,,,,,,,,,BJS,,,
ESSEX COUNTY SHERIFFS DEPT,Guildhall,VT,,,,,,,,,,,,,,,,,,BJS,,,
HARTFORD POLICE DEPT,White River Junction,VT,,,,,,,,,,,,,,,,,,BJS,,,
RANDOLPH POLICE DEPT,Randolph,VT,,,,,,,,,,,,,,,,,,BJS,,,
DES MOINES POLICE DEPT,Des Moines,WA,,,,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,,,,BJS,,Emailed 2/29,
EATONVILLE POLICE DEPT,Eatonville,WA,,,,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,,,,BJS,,Emailed 2/29,
QUINAULT TRIBAL POLICE DEPT,Taholah,WA,,,,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,,,,BJS,,Left message with tribe VP 2/29,
SAUK-SUIATTLE TRIBAL POLICE DEPT,Darrington,WA,,,,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,,,,BJS,,,
SEDRO-WOOLLEY POLICE DEPT,Sedro-Woolley,WA,,,,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,,,,BJS,,,
TULALIP TRIBAL POLICE DEPT,Tulalip,WA,,,,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,,,,BJS,,,
ZILLAH POLICE DEPT,Zillah,WA,,,,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,,,,BJS,,"Tweeted Yakima Herald reporter about it, who said he's pretty sure Zillah doesn't have a program. Still need to double-check",
LINCOLN COUNTY SHERIFFS DEPT,Davenport,WA,12/1/2012,4/1/2013,ACTIVE,,,14,14,"Sheriff said based on Pexipol model policy with specific local additions. ""In short the cameras are on for all enforcement contacts ie. Traffic stops, domestic violence contacts, and generally ALL citizen contact that are or may turn into any enforcement action.  If a citizen approaches a deputy to visit or is a causal contact it is the deputies discretion and if the contact changes the camera is turned on in those cases, common sense goes a long way!""",Vie Vu,Y,May be limited if body cam bill passes legislature this session.,,"$7,000-10,000 initially","Sheriff's estimate for hardware. Estimates $1,200 annually for upkeep and replacing broken/lost hardware.",,,,Email with Sheriff Wade Magers,Rachel Alexander,,
Poulsbo Police Department,Poulsbo,WA,,6/1/2014,ACTIVE,,,,20,https://static.spokanecity.org/documents/police/accountability/bodycamera/poulsbo-body-camera-policy.pdf,Taser International,Y,May be limited if body cam bill passes legislature this session.,,"$20,045.35",Five-year Evidence.com contract. Does not include hardware or cameras.,,,,Emails with Chief Alan Townsend,Rachel Alexander,,
Airway Heights Police Department,Airway Heights,WA,,2009,ACTIVE,,16,16,16,https://static.spokanecity.org/documents/police/accountability/bodycamera/airway-heights-body-camera-policy.pdf,Vie Vu,Y,May be limited if body cam bill passes legislature this session.,,"$12,800","Estimated initial cost for cameras, plus $32,000 for three years of cloud storage starting in 2016.",,,,Interview with Chief Bennett,Rachel Alexander,Got free upgrade to new cameras in January 2016 because they were an early customer. Switched over then from a 2TB server at the PD to cloud storage.,
Bainbridge Island,Bainbridge Island,WA,2010,2011,ACTIVE,,21,21,,https://static.spokanecity.org/documents/police/accountability/bodycamera/bainbridge-island-body-camera-policy.pdf,Taser International,Y,May be limited if body cam bill passes legislature this session.,,,,,,,Interview with Chief Matthew Hamner,Rachel Alexander,"No rule about mandatory full-time use per agreement with Guild, Chief Hamner says. Waiting for body camera bill to pass to renegotiate that. Have cameras available for all officers. ""I am a strong supporter of body cams."" Emailed admin for policy.",
Spokane Police Department,Spokane,WA,9/1/2013,9/1/2014,ACTIVE,,202,220,202,https://static.spokanecity.org/documents/police/accountability/bodycamera/body-camera-policy-revised-draft-11-01-14.pdf,Taser International,Y,May be limited if body cam bill passes legislature this session.,,"$246,563.76",,http://www.spokesman.com/stories/2016/jan/13/records-advocate-wants-all-spokane-police-body-cam/,,,News reports,Rachel Alexander,,
Olympia Police Department,Olympia,WA,2011,,PROPOSED,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,http://www.theolympian.com/news/local/article61330842.html,,,News reports,Rachel Alexander,,
Seattle Police Department,Seattle,WA,,5/1/2015,ON HOLD,,,12,,http://spdblotter.seattle.gov/wp-content/uploads/2014/12/12_17_14-Policy.pdf,"Taser International, VIEVU",Y,May be limited if body cam bill passes legislature this session.,,$0,"Loaner cameras, no cost",http://spdblotter.seattle.gov/2014/12/12/spd-answers-your-questions-on-body-cameras/,,,"News reports, interview with PIO",Rachel Alexander,Pending union negotiations.,
Liberty Lake Police Department,Liberty Lake,WA,1/1/2012,11/1/2013,ACTIVE,,10,10,10,https://static.spokanecity.org/documents/police/accountability/bodycamera/liberty-lake-body-camera-policy.pdf,Taser International,Y,May be limited if body cam bill passes legislature this session.,,"$2,990","Initial cost of $299 per camera. City will enter into 5 year contract with Taser from 2017-2021 for cloud storage and licenses, which will cost $5,379 per year.",http://www.spokesman.com/stories/2012/feb/04/police-test-drive-body-cameras/,,http://www.spokesman.com/stories/2013/nov/23/liberty-lake-city-council-police-approve-use-of/,"News reports, Police Chief Brian Asmus",Rachel Alexander,,
Pullman Police Department,Pullman,WA,,3/1/2013,ACTIVE,,22,30,22 + all detectives,https://rcfp.org/bodycam_policies/WA/Pullman_BWC_Policy.pdf,Taser International,Y,May be limited if body cam bill passes legislature this session.,,"$50,592.63",Initial contract cost for three years of storage & 25 cameras.,,,,"Talked to PIO, Cmdr. Chris Tennant",Rachel Alexander,,Spent additional money to replace cameras in 2015 and renew storage contract.
Bremerton Police Department,Bremerton,WA,,,,,,,,,,Y,May be limited if body cam bill passes legislature this session.,,,,,,,,Rachel Alexander,Emailed 2/26,
Bellingham Police Department,Bellingham,WA,,2014,ACTIVE,,,94,42,https://static.spokanecity.org/documents/police/accountability/bodycamera/bellingham-body-camera-policy.pdf,Taser International,Y,May be limited if body cam bill passes legislature this session.,,"$289,669.13","Cost of two separate contracts for a total of 94 cameras, hardware, warranties and Evidence.com storage.",http://www.cob.org/gov/dept/police/news/Pages/body-cams.aspx,,,Emails with Lt. Michael Johnston,Rachel Alexander,Remaining officers will be required to wear cameras starting July 2016. A new policy is being drafted as of mid-March,
APPLETON POLICE DEPT,Appleton,WI,,,,,,,,,,,,,,,,,,BJS,,,
BLAIR POLICE DEPT,Blair,WI,,,,,,,,,,,,,,,,,,BJS,,,
CAMPBELL POLICE DEPT,La Crosse,WI,,,,,,,,,,,,,,,,,,BJS,,,
EAST TROY POLICE DEPT,East Troy,WI,,,,,,,,,,,,,,,,,,BJS,,,
FOREST COUNTY SHERIFFS DEPT,Crandon,WI,,,,,,,,,,,,,,,,,,BJS,,,
FORT ATKINSON POLICE DEPT,Fort Atkinson,WI,,,,,,,,,,,,,,,,,,BJS,,,
FOX VALLEY METRO POLICE DEPT,Little Chute,WI,,,,,,,,,,,,,,,,,,BJS,,,
JANESVILLE POLICE DEPT,Janesville,WI,,,,,,,,,,,,,,,,,,BJS,,,
JEFFERSON POLICE DEPT,Jefferson,WI,,,,,,,,,,,,,,,,,,BJS,,,
LAC DU FLAMBEAU TRIBAL POLICE DEPT,Lac du Flambeau,WI,,,,,,,,,,,,,,,,,,BJS,,,
LADYSMITH POLICE DEPT,Ladysmith,WI,,,,,,,,,,,,,,,,,,BJS,,,
MCFARLAND POLICE DEPT,McFarland,WI,,,,,,,,,,,,,,,,,,BJS,,,
MILWAUKEE POLICE DEPT,Milwaukee,WI,,,,,,,,,,,,,,,,,,BJS,,,
OUTAGAMIE COUNTY SHERIFFS DEPT,Appleton,WI,,,,,,,,,,,,,,,,,,BJS,,,
PORT WASHINGTON POLICE DEPT,Port Washington,WI,,,,,,,,,,,,,,,,,,BJS,,,
PRINCETON POLICE DEPT,Princeton,WI,,,,,,,,,,,,,,,,,,BJS,,,
SPARTA POLICE DEPT,Sparta,WI,,,,,,,,,,,,,,,,,,BJS,,,
STEVENS POINT POLICE DEPT,Stevens Point,WI,,,,,,,,,,,,,,,,,,BJS,,,
WATERTOWN POLICE DEPT,Watertown,WI,,,,,,,,,,,,,,,,,,BJS,,,
WEST ALLIS POLICE DEPT,West Allis,WI,,,,,,,,,,,,,,,,,,BJS,,,
WHITEWATER POLICE DEPT,Whitewater,WI,,,,,,,,,,,,,,,,,,BJS,,,
WINNEBAGO COUNTY SHERIFFS DEPT,Oshkosh,WI,,,,,,,,,,,,,,,,,,BJS,,,
Wisconsin State Patrol,Madison,WI,,,,,,,,,,,,,,,,,,BJS,,,
Milwaukee Police Department,Milwaukee,WI,,10/1/2015,,1868,,200,179,Milwaukee,,,,,,,http://www.cbs58.com/story/31260543/milwaukee-police-give-update-on-body-camera-program,,,Campaign Zero,Rachel Alexander,,
Marshfield Police Department,Marshfield,WI,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
GLEN DALE POLICE DEPT,Glen Dale,WV,,,,,,,,,,,,,,,,,,BJS,,,
MOUNDSVILLE POLICE DEPT,Moundsville,WV,,,,,,,,,,,,,,,,,,BJS,,,
NITRO POLICE DEPT,Nitro,WV,,,,,,,,,,,,,,,,,,BJS,,,
WESTOVER POLICE DEPT,Westover,WV,,,,,,,,,,,,,,,,,,BJS,,,
WHEELING POLICE DEPT,Wheeling,WV,,,,,,,,,,,,,,,,,,BJS,,,
CASPER POLICE DEPT,Casper,WY,,,,,,,,,,,,,,,,,,BJS,,,
Hot Springs County Sheriff's Office,Thermopolis,WY,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Somerset County Sheriff's Office,Somerset,NJ,2015,2/1/2016,ACTIVE,,,,,,,,,,,Purchased with DEA grant funds.,http://www.mycentraljersey.com/story/news/local/somerset-county/2016/02/02/somerset-county-sheriffs-officers-getting-body-cameras/79711376/,,,News reports,Rachel Alexander,,
Concord Police Department,Concord,NC,3/1/2016,3/1/2016,ACTIVE,,,55,55,,Taser International,,,,"$219,800","Cost for initial camera purchase and one year Evidence.com storage. Initial $72,000 for cameras came from asset forfeiture funds.",http://www.independenttribune.com/news/concord-police-moving-forward-on-body-camera-program--/article_46adc038-f04a-11e5-a370-ff182a935d59.html,,,News reports,Rachel Alexander,"An additional 120 officers will be outfitted by end of July 2016, chief told city council in March.",
Ashbury Park Police Department,Ashbury,NJ,3/1/2016,,PROPOSED,,55,70,,,Panasonic Arbitrator,,,,"$90,000","Cost of initial camera purchase. $35,000 was state funding; the city spent $55,000.",http://www.app.com/story/news/local/public-safety/2016/03/22/asbury-park-police-body-cameras/82123152/,,,News reports,Rachel Alexander,,
Midland Police Department,Midland,TX,3/1/2016,,PROPOSED,,,,,,,,,,,,http://www.mrt.com/opinion/our_view_editorials/article_0ce21384-f1d2-11e5-83d9-2f88ae50e3dc.html,,,,,,
Culpeper Police Department,Culpeper,VA,3/1/2016,,PROPOSED,,,,,,,,,,,,http://www.dailyprogress.com/starexponent/culpeper-police-eyeing-body-cam-program/article_2e065cc8-f146-11e5-8105-57ca04c7edc1.html,,,,,,
Butte-Silver Bow CountySheriff's Department,Butte,MT,1/1/2016,,ACTIVE,,,,,,Taser International,,,,"$28,000","Initial camera purchase and two servers. $15,000 came from public donations and $13,000 from the Montana Department of Transportation",http://www.nbcmontana.com/news/body-cameras-prove-useful-for-butte-police/38662794,,,,,,
